ProductId,Prompt,output_gpt-4,model_gpt-4
220700,"
Mach mir eine kurze Produktzusammenfassung.


Abschirmung: Vollabschirmung
American Wire Gauge (AWG): 30
Anschluss A: DisplayPort
Anschluss B: DisplayPort
Art: Kabel
Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Farbe Anschlüsse: Schwarz
Genaue Materialbezeichnung: Kupfer
Gewicht: 0.5 Kilogramm (kg) Kilogramm
HDMI Version: 1.1
Innenleiter Material: Kupfer
Kabel Anwendung: DisplayPort
Kabel Bauform: Vollisolierung
Kabel Verbindung: Anschluss (M/M)
Kabel Version: DisplayPort 1.1
Kabelfarbe: Schwarz
Länge: 5 Meter (m) Meter
Max. Videoauflösung: 1920 x 1080 Pixel
Max. Videoauflösung Standard: Full HD
Maximale Bildqualität: 1080p
Steckerform: Beidseitig gewinkelt
Tiefe: 5 Meter (m) Meter
Ursprungsland: China
Ursprungsland: Deutschland
Video Kabeltyp: DisplayPort Kabel
Video Kabeltyp: DisplayPort
","Dieses Produkt ist ein DisplayPort Kabel mit einer Länge von 5 Metern. Es verfügt über eine Vollabschirmung und ist aus Kupfer gefertigt. Die Anschlüsse sind schwarz und beidseitig gewinkelt. Das Kabel ist schwarz und hat eine maximale Videoauflösung von Full HD (1920 x 1080 Pixel). Es ist mit der HDMI Version 1.1 kompatibel. Das Produkt wiegt 0,5 Kilogramm und stammt aus China und Deutschland. Es wird einzeln verkauft.",gpt-4
223540,"
Mach mir eine kurze Produktzusammenfassung.


American Wire Gauge (AWG): 26
Anschluss A: RJ45
Anschluss B: RJ45
Anzahl Fasern: 8 Anzahl (x) Anzahl
Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Breite: 2 Millimeter (mm) Millimeter
Genaue Materialbezeichnung: Aluminiumfolie mit verzinntem Kupfergeflecht
Gewicht: 0.081 Kilogramm (kg) Kilogramm
Impedanz: 100 Ohm
Kabel Anwendung: RJ45
Kabel Bauform: 100 Ohm
Kabel Kategorie: CAT5e
Kabel Verbindung: Anschluss (M/M)
Kabelfarbe: Schwarz
Kontaktbelegung: ungekreuzt (straight)
Lieferumfang: 1 Stück
Länge: 2 Meter (m) Meter
Material Isolation: Aluminium
Material Isolation: Kupfergeflecht
Material Isolation: Aluminiumfolie
Patchkabel Merkmale: Halogenfrei
Patchkabeltyp: Kupferkabel
Schirmung: S/FTP
Steckerform: Gerade
","Das Produkt ist ein 2 Meter langes, schwarzes RJ45 Kupfer-Patchkabel der Kategorie CAT5e mit einer Impedanz von 100 Ohm. Es hat einen AWG von 26 und besteht aus 8 Fasern. Die Anschlüsse sind beide RJ45 und die Steckerform ist gerade. Die Kontakte sind ungekreuzt. Das Kabel ist halogenfrei und hat eine Schirmung aus S/FTP. Das genaue Material ist eine Aluminiumfolie mit verzinntem Kupfergeflecht. Die Isolation besteht aus Aluminium und Kupfergeflecht. Das Gewicht beträgt 0.081 Kilogramm und die Breite ist 2 Millimeter. Im Lieferumfang ist 1 Stück enthalten.",gpt-4
226180,"
Mach mir eine kurze Produktzusammenfassung.


Artikel pro Verkaufseinheit: 2 Stück (Stk.) Stück
Batterie / Akku: Akku
Batterie Kapazität: 8500 Milliamperestunde (mAh) Milliamperestunde
Batterie- / Akkutyp: NiMH
Batteriebaugrösse: D / LR20 / Mono / R20
Batteriekategorie: Gerätebatterien
Deklarationspflichtige Batterie (nicht erfassen / mappen): Ja
Durchmesser: 33 Millimeter (mm) Millimeter
Gewicht: 292 Gramm (g) Gramm
Haltbarkeit: 1 Jahr (Jahre) Jahr
Höhe: 61 Millimeter (mm) Millimeter
Spannung: 1.2 Volt (V) Volt
UN-Nummer: 3496
Ursprungsland: China
Wiederaufladbar: Ja
","Dieses Produkt ist ein 2er-Pack wiederaufladbare NiMH-Akkus mit einer Kapazität von 8500 mAh. Die Akkus haben die Baugröße D/LR20/Mono/R20 und sind somit ideal als Gerätebatterien nutzbar. Mit einem Durchmesser von 33 mm und einer Höhe von 61 mm wiegen sie jeweils 292 Gramm. Sie haben eine Spannung von 1,2 Volt und eine Haltbarkeit von 1 Jahr. Diese Batterien sind in China hergestellt und tragen die UN-Nummer 3496. Obwohl sie wiederaufladbar sind, besteht eine Deklarationspflicht für diese Batterien.",gpt-4
230800,"
Mach mir eine kurze Produktzusammenfassung.


Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Backup-Kassettentyp: LTO-3 Ultrium
Banddicke: 8 Mikrometer (µm) Mikrometer
Bandlänge: 2231 Fuss (ft) Fuss
Breite: 105 Millimeter (mm) Millimeter
Datenspeicher Schnittstelle: SCSI LVD
Gewicht: 210 Gramm (g) Gramm
Höhe: 21.6 Millimeter (mm) Millimeter
Koerzitivfeldstärke: 2530 Oersted (Oe) Oersted
Länge: 102 Millimeter (mm) Millimeter
Max. Betriebstemperatur: 113 Grad Celsius (°C) Grad Celsius
Speicher Formfaktor: 5.25""
Speicherkapazität: 400 Gigabyte (GB) Gigabyte
Speicherkapazität (komprimiert): 800 Gigabyte (GB) Gigabyte
","Dieses Produkt ist eine LTO-3 Ultrium Backup-Kassette mit einem Datenspeicher-Schnittstelle von SCSI LVD. Sie hat eine Bandlänge von 2231 Fuß und eine Banddicke von 8 Mikrometern. Die Speicherkapazität beträgt 400 Gigabyte, kann aber bei komprimierten Daten bis zu 800 Gigabyte betragen. Die Kassette ist 105 mm breit, 102 mm lang und 21,6 mm hoch und wiegt 210 Gramm. Sie hat eine Koerzitivfeldstärke von 2530 Oersted und kann bei Temperaturen bis zu 113 Grad Celsius betrieben werden. Sie ist im 5.25"" Formfaktor konzipiert.",gpt-4
234280,"
Mach mir eine kurze Produktzusammenfassung.


Breite: 90 Millimeter (mm) Millimeter
Farbgruppe: Silber
Farbgruppe: Schwarz
Farbgruppe: Braun
Geeignete Anzahl Messer: 11 -teilig (-teilig) -teilig
Genaue Farbbezeichnung: Silber
Genaue Farbbezeichnung: Braun
Genaue Farbbezeichnung: Schwarz
Genaue Materialbezeichnung: Modifiziertes Ahornholz
Genaue Materialbezeichnung: Edelstahl
Holzart: Buche
Holzherkunft: Schweiz
Höhe: 90 Millimeter (mm) Millimeter
Länge: 351 Millimeter (mm) Millimeter
Materialgruppe: Metall
Materialgruppe: Holz
Messerblocktyp: Messerblockset
Ursprungsland: Schweiz
","Dieses 11-teilige Messerblockset ist ideal für jede Küche. Der Block besteht aus modifiziertem Ahornholz aus der Schweiz und hat eine Höhe von 90mm, eine Breite von 90mm und eine Länge von 351mm. Die Messer sind aus Edelstahl und passen perfekt in den Block. Die Farbgruppe ist eine Mischung aus Silber, Schwarz und Braun, was dem Set eine elegante Optik verleiht. Hergestellt wurde dieses Produkt in der Schweiz.",gpt-4
235640,"
Mach mir eine kurze Produktzusammenfassung.


Abfallsacktyp: Universal-Müllsack
Artikel pro Verkaufseinheit: 10 Stück (Stück) Stück
Farbgruppe: Schwarz
Genaue Materialbezeichnung: Kunststoff
Materialgruppe: Kunststoff
Volumen: 60 Liter (l) Liter
",Dieser Universal-Müllsack ist ein unverzichtbares Produkt für jeden Haushalt oder Arbeitsplatz. Er ist in der Farbgruppe Schwarz erhältlich und besteht aus Kunststoffmaterial. Ein Paket enthält 10 Stück mit einem Fassungsvermögen von jeweils 60 Litern. Ideal für den alltäglichen Gebrauch zur Entsorgung von Abfällen.,gpt-4
236020,"
Mach mir eine kurze Produktzusammenfassung.


Breite: 27 Zentimeter (cm) Zentimeter
Brotaufbewahrungstyp: Brotkasten
Farbgruppe: Silber
Genaue Farbbezeichnung: Brilliant Steel
Genaue Materialbezeichnung: Edelstahl
Höhe: 17.3 Zentimeter (cm) Zentimeter
Länge: 45 Zentimeter (cm) Zentimeter
Materialgruppe: Metall
Ursprungsland: China
","Dieser Brotkasten aus der Farbgruppe Silber besteht aus Edelstahl und gehört zur Materialgruppe Metall. Seine genaue Farbbezeichnung ist Brilliant Steel. Die Maße betragen 27 Zentimeter in der Breite, 17,3 Zentimeter in der Höhe und 45 Zentimeter in der Länge. Hergestellt wurde der Brotkasten in China.",gpt-4
236480,"
Mach mir eine kurze Produktzusammenfassung.


Beschichtung: Unbeschichtet
Bodendurchmesser: 28 Zentimeter (cm) Zentimeter
Breite: 28 Zentimeter (cm) Zentimeter
Durchmesser Öffnung: 28 Zentimeter (cm) Zentimeter
Farbgruppe: Silber
Gebrauchs- & Pflegehinweise: Spülmaschinenfest
Gebrauchs- & Pflegehinweise: Ofentauglich
Genaue Farbbezeichnung: Silber
Gewicht: 1680 Gramm (g) Gramm
Herstellerengagement: SBTi
Höhe: 6 Zentimeter (cm) Zentimeter
Kochgeschirr Merkmale: Induktionstauglich
Kochgeschirrtyp: Bratpfanne
Lieferumfang: 1x Stielpfanne Ø 28 cm
Länge: 28 Zentimeter (cm) Zentimeter
Material Griff: Edelstahl
Material Pfanne: Edelstahl
Max. Temperaturbeständigkeit: 250 Grad Celsius (°C) Grad Celsius
Set-Inhalt: 1 Stück (Stück) Stück
Ursprungsland: Deutschland
Volumen: 0.01331325 Kubikmeter (m3) Kubikmeter
","Dieses Produkt ist eine unbeschichtete Bratpfanne mit einem Durchmesser von 28 cm. Sie ist aus silbernem Edelstahl gefertigt und wiegt 1680 g. Die Pfanne ist spülmaschinenfest, ofentauglich und bis zu 250 Grad Celsius temperaturbeständig. Sie ist auch induktionstauglich. Der Griff der Pfanne ist ebenfalls aus Edelstahl. Die Pfanne hat eine Höhe von 6 cm und ist in Deutschland hergestellt. Der Lieferumfang umfasst eine Stielpfanne mit einem Durchmesser von 28 cm. Das Produkt ist SBTi-engagiert. Das Volumen der Pfanne beträgt 0.01331325 Kubikmeter.",gpt-4
239420,"
Mach mir eine kurze Produktzusammenfassung.


Artikel pro Verkaufseinheit: 50 Anzahl (x) Anzahl
Farbgruppe: Weiss
Genaue Farbbezeichnung: Weiss
Genaue Materialbezeichnung: Papier
Herstellerengagement: SBTi
Materialgruppe: Papier
Optimiert für: Tintenstrahldrucker
Papierbeschaffenheit: Matt
Papierformat: A3
Papiergewicht: 189 Gramm pro Quadratmeter (g/m²) Gramm pro Quadratmeter
Papiersorte: Fotopapier
Ursprungsland: Japan
Weissgrad CIE: 104
","Dieses Produkt ist ein mattes Fotopapier mit einer Farbgruppe und genauen Farbbezeichnung in Weiß. Es ist optimiert für Tintenstrahldrucker und hat ein Papierformat von A3. Pro Verkaufseinheit werden 50 Blätter verkauft. Das Papiergewicht beträgt 189 g/m² und hat einen Weissgrad CIE von 104. Das Material ist Papier und das Ursprungsland ist Japan. Der Hersteller engagiert sich beim Science Based Targets initiative (SBTi), einem Projekt, das Unternehmen dabei unterstützt, wissenschaftlich fundierte Klimaziele festzulegen.",gpt-4
242680,"
Mach mir eine kurze Produktzusammenfassung.


Anschluss A: DB-9
Anschluss B: DB-9
Kabel Verbindung: Anschluss (M/M)
Kabelfarbe: Silber
Kabeltyp: Mini DIN
Länge: 85 Millimeter (mm) Millimeter
Menge pro Packung: 1 Stück (Stück) Stück
",Dies ist ein Mini DIN Kabel mit DB-9 Anschlüssen an beiden Enden (M/M). Das Kabel ist silberfarben und hat eine Länge von 85 Millimetern. Jede Packung enthält ein Stück dieses Kabels.,gpt-4
243500,"
Mach mir eine kurze Produktzusammenfassung.


Farbgruppe: Grau
Genaue Farbbezeichnung: Schwarz
Genaue Materialbezeichnung: Kunstfaser
Gewicht: 81.6 Gramm (g) Gramm
Herstellerengagement: SBTi
Kamerataschetyp: Objektivtasche
Kompatible Bauform: Objektiv
Materialgruppe: Kunststoff
Passende Marke: Canon
Passendes Modell: Universal
","Dieses Produkt ist eine Objektivtasche, die speziell für Canon Modelle entwickelt wurde, aber universell einsetzbar ist. Die Tasche ist in der Farbgruppe Grau eingestuft, obwohl die genaue Farbbezeichnung Schwarz ist. Sie besteht aus Kunststoff, genauer gesagt aus einer Kunstfaser. Mit einem Gewicht von 81.6 Gramm ist sie relativ leicht. Der Hersteller zeigt Engagement durch seine Mitgliedschaft bei der SBTi (Science Based Targets initiative).",gpt-4
245840,"
Mach mir eine kurze Produktzusammenfassung.


Anzahl Ports: 1 Anzahl (x) Anzahl
Ausgangsstrom: 0.7 Ampere (A) Ampere
Breite: 19.57 Millimeter (mm) Millimeter
Farbgruppe: Schwarz
Genaue Farbbezeichnung: Schwarz
Gewicht: 102 Gramm (g) Gramm
Herstellerengagement: RE100
Höhe: 65.73 Millimeter (mm) Millimeter
Ladegerättyp: USB Ladegerät
Lieferumfang: USB-Ladekabel - integriert
Länge: 38.97 Millimeter (mm) Millimeter
Ursprungsland: Deutschland
Vorhandene Anschlüsse: Micro USB (1x)
","Dies ist ein USB-Ladegerät mit einem Port und einem Ausgangsstrom von 0,7 Ampere. Es hat eine Breite von 19,57 Millimeter, Höhe von 65,73 Millimeter und Länge von 38,97 Millimeter. Das Produkt wiegt 102 Gramm und kommt in der Farbe Schwarz. Das Ladegerät wird mit einem integrierten USB-Ladekabel geliefert und verfügt über einen Micro USB-Anschluss. Es ist von der RE100-Initiative des Herstellers unterstützt und stammt aus Deutschland.",gpt-4
246660,"
Mach mir eine kurze Produktzusammenfassung.


Akkukapazität: 1120 Milliamperestunde (mAh) Milliamperestunde
Artikel pro Verkaufseinheit: 1 Anzahl (x) Anzahl
Ausgangsspannung: 7.4V
Batterie / Akku: Akku
Batterie- / Akkutyp: Li-Ion
Batteriebaugrösse: Gerätespezifisch
Batteriekategorie: Gerätebatterien
Breite: 7 Zentimeter (cm) Zentimeter
Deklarationspflichtige Batterie (nicht erfassen / mappen): Ja
Eingangsspannung: 7.4 V
Farbgruppe: Grau
Genaue Farbbezeichnung: Grau/Silber
Gewicht: 50 Gramm (g) Gramm
Herstellerengagement: SBTi
Höhe: 2 Zentimeter (cm) Zentimeter
Kamera Stromversorgungtyp: Akku
Leistungskapazität: 8.1 Wattstunde (Wh) Wattstunde
Lieferumfang: LP-E8 Akku
Länge: 18 Zentimeter (cm) Zentimeter
Passende Marke: Canon
Passendes Modell: 700D
Passendes Modell: 650D
Passendes Modell: Rebel T4i
Passendes Modell: EOS 550D
Passendes Modell: Rebel T5i
Passendes Modell: 600d
Spannung: 7.4 Volt (V) Volt
UN-Nummer: 3480
","Dies ist ein grau/silberner Li-Ion Akku, speziell für verschiedene Canon Modelle wie 700D, 650D, Rebel T4i, EOS 550D, Rebel T5i und 600d. Der Akku hat eine Kapazität von 1120 mAh und eine Leistungskapazität von 8.1 Wh. Die Eingangs- und Ausgangsspannung beträgt jeweils 7.4V. Der Akku ist recht leicht mit einem Gewicht von nur 50g und hat die Maße 7cm x 2cm x 18cm. Im Lieferumfang ist ein LP-E8 Akku enthalten.",gpt-4
246740,"
Mach mir eine kurze Produktzusammenfassung.


Breite: 1.5 Zentimeter (cm) Zentimeter
Herstellerengagement: SBTi
Herstellerengagement: RE100
Höhe: 8.5 Zentimeter (cm) Zentimeter
Länge: 11 Zentimeter (cm) Zentimeter
Telefon Zubehörtyp: Ladeschale
","Dieses Produkt ist eine Ladeschale, ideal als Zubehör für Ihr Telefon. Mit seinen kompakten Maßen von 11cm Länge, 8.5cm Höhe und 1.5cm Breite lässt es sich leicht transportieren und verstauen. Der Hersteller ist zudem Teil der SBTi und RE100 Initiativen, was sein Engagement für nachhaltige und erneuerbare Energie unterstreicht.",gpt-4
247340,"
Mach mir eine kurze Produktzusammenfassung.


Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Batteriekategorie: Gerätebatterien
Gewicht: 134 Gramm (g) Gramm
Herstellerengagement: SBTi
Kompatible Headsetmodelle: Poly Savi W740-M
Kompatible Headsetmodelle: Poly Savi W710
Kompatible Headsetmodelle: Poly Savi W720
Kompatible Headsetmodelle: Poly CS540
Kompatible Headsetmodelle: Poly Savi W730
Kompatible Headsetmodelle: Poly Savi W745
Kompatible Headsetmodelle: Poly CS520
Sprechgarnitur Zubehörtyp: Adapter
Ursprungsland: China
","Dieses Produkt ist ein Adapter für Gerätebatterien, hergestellt in China und mit einem Gewicht von 134 Gramm. Der Hersteller ist SBTi. Es ist kompatibel mit verschiedenen Poly Headsetmodellen wie Savi W740-M, W710, W720, CS540, W730, W745 und CS520. Es wird pro Verkaufseinheit als ein Stück verkauft.",gpt-4
