ProductId,Prompt,output_gpt-4,model_gpt-4,output_claude-3-opus,model_claude-3-opus,output_llama-3-70b,model_llama-3-70b,GPT-4_rouge1_f1,GPT-4_rouge2_f1,GPT-4_rougeL_f1,Claude3_rouge1_f1,Claude3_rouge2_f1,Claude3_rougeL_f1,LLaMA3_rouge1_f1,LLaMA3_rouge2_f1,LLaMA3_rougeL_f1
220700,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Abschirmung: Vollabschirmung
American Wire Gauge (AWG): 30
Anschluss A: DisplayPort
Anschluss B: DisplayPort
Art: Kabel
Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Farbe Anschlüsse: Schwarz
Genaue Materialbezeichnung: Kupfer
Gewicht: 0.5 Kilogramm (kg) Kilogramm
HDMI Version: 1.1
Innenleiter Material: Kupfer
Kabel Anwendung: DisplayPort
Kabel Bauform: Vollisolierung
Kabel Verbindung: Anschluss (M/M)
Kabel Version: DisplayPort 1.1
Kabelfarbe: Schwarz
Länge: 5 Meter (m) Meter
Max. Videoauflösung: 1920 x 1080 Pixel
Max. Videoauflösung Standard: Full HD
Maximale Bildqualität: 1080p
Steckerform: Beidseitig gewinkelt
Tiefe: 5 Meter (m) Meter
Ursprungsland: China
Ursprungsland: Deutschland
Video Kabeltyp: DisplayPort Kabel
Video Kabeltyp: DisplayPort","Dieses 5 Meter lange, schwarze DisplayPort Kabel aus Kupfer bietet eine maximale Videoauflösung von Full HD 1080p und besitzt beidseitig gewinkelte Stecker. Mit seiner Vollisolierung und Vollabschirmung gewährleistet es eine sichere und stabile Verbindung. Es ist ideal für eine DisplayPort Kabel Anwendung und wurde in China und Deutschland hergestellt.",gpt-4,Das DisplayPort-Kabel mit Vollabschirmung ermöglicht die Übertragung von Full HD-Videosignalen mit einer Auflösung von bis zu 1920 x 1080 Pixeln. Dank der beidseitig gewinkelten Stecker und der Länge von 5 Metern ist es vielseitig einsetzbar. Die hochwertigen Kupferleiter sorgen für eine verlustfreie Signalübertragung.,claude-3-opus,"Das DisplayPort-Kabel bietet eine Vollabschirmung und eine Länge von 5 Metern, mit Anschlüssen auf beiden Seiten, die eine maximale Videoauflösung von 1920 x 1080 Pixel (Full HD) unterstützen. Es besteht aus Kupfer und hat eine schwarze Kabelfarbe, sowie einen schwarzen Anschluss. Dieses Kabel ist ideal für die Übertragung von Videosignalen in hoher Qualität zwischen Geräten mit DisplayPort-Anschlüssen.",llama-3-70b,0.27,0.08,0.13,0.18,0.05,0.1,0.3,0.07,0.16
223540,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


American Wire Gauge (AWG): 26
Anschluss A: RJ45
Anschluss B: RJ45
Anzahl Fasern: 8 Anzahl (x) Anzahl
Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Breite: 2 Millimeter (mm) Millimeter
Genaue Materialbezeichnung: Aluminiumfolie mit verzinntem Kupfergeflecht
Gewicht: 0.081 Kilogramm (kg) Kilogramm
Impedanz: 100 Ohm
Kabel Anwendung: RJ45
Kabel Bauform: 100 Ohm
Kabel Kategorie: CAT5e
Kabel Verbindung: Anschluss (M/M)
Kabelfarbe: Schwarz
Kontaktbelegung: ungekreuzt (straight)
Lieferumfang: 1 Stück
Länge: 2 Meter (m) Meter
Material Isolation: Aluminium
Material Isolation: Kupfergeflecht
Material Isolation: Aluminiumfolie
Patchkabel Merkmale: Halogenfrei
Patchkabeltyp: Kupferkabel
Schirmung: S/FTP
Steckerform: Gerade","Dieses 2 Meter lange, schwarze CAT5e Kupfer-Patchkabel mit einer Breite von 2 Millimetern hat RJ45-Anschlüsse an beiden Enden und eine Impedanz von 100 Ohm. Es ist aus Aluminiumfolie mit verzinntem Kupfergeflecht gefertigt und bietet eine S/FTP-Schirmung, was für eine hohe Signalqualität sorgt. Die Verbindung ist ungekreuzt und das Kabel ist halogenfrei, was es umweltfreundlicher macht.",gpt-4,Das CAT5e S/FTP Patchkabel mit RJ45-Anschlüssen eignet sich perfekt für die Vernetzung von Geräten dank seiner hochwertigen Schirmung aus Aluminiumfolie und verzinntem Kupfergeflecht. Mit einer Länge von 2 Metern und einer Impedanz von 100 Ohm garantiert es eine zuverlässige und störungsfreie Datenübertragung. Das halogenfreie Kupferkabel ist in elegantem Schwarz gehalten und überzeugt durch seine gerade Steckerform.,claude-3-opus,"Das 2-Meter-RJ45-Patchkabel ist ein CAT5e-Kabel mit einer Impedanz von 100 Ohm und einer Schirmung vom Typ S/FTP. Es verfügt über eine Aluminiumfolie mit verzinntem Kupfergeflecht als Schirmung und ist halogenfrei. Das Kabel ist 2 mm breit, wiegt 0,081 kg und ist in schwarz erhältlich.",llama-3-70b,0.28,0.06,0.1,0.28,0.04,0.14,0.33,0.09,0.12
226180,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 2 Stück (Stk.) Stück
Batterie / Akku: Akku
Batterie Kapazität: 8500 Milliamperestunde (mAh) Milliamperestunde
Batterie- / Akkutyp: NiMH
Batteriebaugrösse: D / LR20 / Mono / R20
Batteriekategorie: Gerätebatterien
Deklarationspflichtige Batterie (nicht erfassen / mappen): Ja
Durchmesser: 33 Millimeter (mm) Millimeter
Gewicht: 292 Gramm (g) Gramm
Haltbarkeit: 1 Jahr (Jahre) Jahr
Höhe: 61 Millimeter (mm) Millimeter
Spannung: 1.2 Volt (V) Volt
UN-Nummer: 3496
Ursprungsland: China
Wiederaufladbar: Ja","Dieses Produkt ist ein Set von zwei wiederaufladbaren NiMH-Akkus mit einer Kapazität von 8500 mAh und einer Spannung von 1,2 Volt. Mit einer Baugröße von D / LR20 / Mono / R20 und einer Haltbarkeit von einem Jahr sind sie ideal für Geräte geeignet, die hohe Leistung benötigen. Sie sind in China hergestellt und haben einen Durchmesser von 33 mm und eine Höhe von 61 mm.",gpt-4,"Die wiederaufladbaren NiMH-Akkus im Mono-Format (D/LR20/R20) mit einer Kapazität von 8500 mAh und einer Spannung von 1,2 V eignen sich ideal für den Einsatz in verschiedenen Geräten. Das 2er-Set aus China bietet eine lange Haltbarkeit von einem Jahr und überzeugt mit kompakten Abmessungen von 33 mm Durchmesser und 61 mm Höhe bei einem Gewicht von 292 g.",claude-3-opus,"Diese Akkus sind als D-Batterien (LR20/R20) mit einer Kapazität von 8500 mAh und einer Spannung von 1,2 Volt ausgelegt. Sie sind wiederaufladbar und haben eine Haltbarkeit von etwa 1 Jahr. Die Akkus wiegen 292 Gramm und haben einen Durchmesser von 33 mm sowie eine Höhe von 61 mm.",llama-3-70b,0.36,0.08,0.22,0.41,0.05,0.14,0.38,0.08,0.16
230800,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Backup-Kassettentyp: LTO-3 Ultrium
Banddicke: 8 Mikrometer (µm) Mikrometer
Bandlänge: 2231 Fuss (ft) Fuss
Breite: 105 Millimeter (mm) Millimeter
Datenspeicher Schnittstelle: SCSI LVD
Gewicht: 210 Gramm (g) Gramm
Höhe: 21.6 Millimeter (mm) Millimeter
Koerzitivfeldstärke: 2530 Oersted (Oe) Oersted
Länge: 102 Millimeter (mm) Millimeter
Max. Betriebstemperatur: 113 Grad Celsius (°C) Grad Celsius
Speicher Formfaktor: 5.25""
Speicherkapazität: 400 Gigabyte (GB) Gigabyte
Speicherkapazität (komprimiert): 800 Gigabyte (GB) Gigabyte","Dieses LTO-3 Ultrium Backup-Kassette bietet eine Speicherkapazität von 400 GB, die bei Komprimierung auf 800 GB erhöht werden kann. Sie hat eine Bandlänge von 2231 Fuß und eine Banddicke von 8 Mikrometern, was für eine hohe Speicherdichte sorgt. Darüber hinaus verfügt die Kassette über eine SCSI LVD-Schnittstelle und kann bei Temperaturen bis zu 113 Grad Celsius betrieben werden.",gpt-4,"Die LTO-3 Ultrium Bandkassette bietet eine native Speicherkapazität von 400 GB und komprimiert sogar 800 GB auf einem kompakten 5,25""-Formfaktor. Mit einer SCSI LVD-Schnittstelle und hoher Koerzitivfeldstärke eignet sie sich ideal für zuverlässige Backups. Dank robuster Konstruktion ist sie auch für anspruchsvolle Umgebungen mit Temperaturen bis 113°C geeignet.",claude-3-opus,"Dieses LTO-3 Ultrium-Backup-Kassetten-Produkt bietet eine Speicherkapazität von 400 GB und eine komprimierte Kapazität von 800 GB. Es verfügt über eine SCSI LVD-Schnittstelle und ist in einem 5,25""-Formfaktor erhältlich. Das Produkt wiegt 210 Gramm und kann bei einer maximalen Betriebstemperatur von 113°C betrieben werden.",llama-3-70b,0.28,0.08,0.12,0.3,0.07,0.13,0.35,0.08,0.12
234280,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Breite: 90 Millimeter (mm) Millimeter
Farbgruppe: Silber
Farbgruppe: Schwarz
Farbgruppe: Braun
Geeignete Anzahl Messer: 11 -teilig (-teilig) -teilig
Genaue Farbbezeichnung: Silber
Genaue Farbbezeichnung: Braun
Genaue Farbbezeichnung: Schwarz
Genaue Materialbezeichnung: Modifiziertes Ahornholz
Genaue Materialbezeichnung: Edelstahl
Holzart: Buche
Holzherkunft: Schweiz
Höhe: 90 Millimeter (mm) Millimeter
Länge: 351 Millimeter (mm) Millimeter
Materialgruppe: Metall
Materialgruppe: Holz
Messerblocktyp: Messerblockset
Ursprungsland: Schweiz","Dieses 11-teilige Messerblockset aus der Schweiz besteht aus modifiziertem Ahornholz und Edelstahl. Es hat die Maße 351x90x90mm und ist in den Farben Silber, Schwarz und Braun erhältlich. Der Messerblock aus Buchenholz bietet eine stilvolle und praktische Aufbewahrungsmöglichkeit für Ihre Messer.",gpt-4,"Dieser hochwertige Messerblock aus der Schweiz besteht aus edlem, modifiziertem Ahornholz und fasst 11 Messer aus rostfreiem Edelstahl. Mit den Maßen 351 x 90 x 90 mm ist er kompakt und passt in jede Küche. Erhältlich ist der Block in den eleganten Farben Silber, Schwarz und Braun.",claude-3-opus,"Der Messerblock ist ein 11-teiliges Set aus Edelstahl und modifiziertem Ahornholz, das in den Farben Silber, Schwarz und Braun erhältlich ist. Er misst 351 mm in der Länge, 90 mm in der Breite und 90 mm in der Höhe. Durch die Verwendung von hochwertigen Materialien wie Edelstahl und Ahornholz aus der Schweiz bietet er eine langlebige und stabile Lösung für die Aufbewahrung von Messern.",llama-3-70b,0.2,0.02,0.09,0.2,0.0,0.09,0.31,0.04,0.13
235640,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Abfallsacktyp: Universal-Müllsack
Artikel pro Verkaufseinheit: 10 Stück (Stück) Stück
Farbgruppe: Schwarz
Genaue Materialbezeichnung: Kunststoff
Materialgruppe: Kunststoff
Volumen: 60 Liter (l) Liter",Dieses Produkt ist ein Set von 10 Universal-Müllsäcken aus robustem Kunststoffmaterial. Jeder schwarze Abfallsack bietet ein Fassungsvermögen von 60 Litern. Sie sind ideal für den allgemeinen Haushalts- und Bürogebrauch.,gpt-4,Der Universal-Müllsack aus robustem Kunststoff bietet mit einem Volumen von 60 Litern ausreichend Platz für verschiedenste Abfälle. Die schwarze Farbe sorgt für ein unauffälliges Erscheinungsbild. Eine Verkaufseinheit enthält 10 Stück dieser praktischen Allzweck-Säcke.,claude-3-opus,Der Universal-Müllsack ist ein praktischer Abfallsack aus Kunststoff mit einem Volumen von 60 Litern. Er ist in schwarz erhältlich und wird in Einheiten zu je 10 Stück verkauft. Durch seine universelle Eignung und robuste Materialität eignet er sich ideal für den alltäglichen Gebrauch.,llama-3-70b,0.18,0.02,0.13,0.31,0.08,0.14,0.27,0.08,0.11
236020,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Breite: 27 Zentimeter (cm) Zentimeter
Brotaufbewahrungstyp: Brotkasten
Farbgruppe: Silber
Genaue Farbbezeichnung: Brilliant Steel
Genaue Materialbezeichnung: Edelstahl
Höhe: 17.3 Zentimeter (cm) Zentimeter
Länge: 45 Zentimeter (cm) Zentimeter
Materialgruppe: Metall
Ursprungsland: China","Dieser Brotkasten in Brilliant Steel Farbe ist aus hochwertigem Edelstahl gefertigt und bietet mit seinen Maßen von 27x45x17.3 cm ausreichend Platz zur Aufbewahrung von Brot. Der Brotkasten besticht durch sein silbernes, elegantes Design und fügt sich nahtlos in jede Küchenumgebung ein. Hergestellt in China, steht er für Langlebigkeit und Qualität.",gpt-4,"Der Brotkasten aus hochwertigem Edelstahl in Brilliant Steel Optik bietet mit seinen Maßen von 45 x 27 x 17,3 cm ausreichend Platz für die Brotaufbewahrung. Das in China gefertigte Metallprodukt überzeugt durch seine Langlebigkeit und das elegante Design. Dank des Materials bleibt das Brot länger frisch und knusprig.",claude-3-opus,"Der Brotkasten ist aus Edelstahl gefertigt und hat eine elegante Silber-Farbe (Brilliant Steel). Mit seinen Abmessungen von 45 cm Länge, 27 cm Breite und 17,3 cm Höhe bietet er genügend Platz für die Aufbewahrung von Brot und anderen Backwaren. Durch seine robuste Konstruktion aus Metall hält er langlebig und widerstandsfähig.",llama-3-70b,0.17,0.02,0.12,0.28,0.04,0.12,0.35,0.07,0.15
236480,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Beschichtung: Unbeschichtet
Bodendurchmesser: 28 Zentimeter (cm) Zentimeter
Breite: 28 Zentimeter (cm) Zentimeter
Durchmesser Öffnung: 28 Zentimeter (cm) Zentimeter
Farbgruppe: Silber
Gebrauchs- & Pflegehinweise: Spülmaschinenfest
Gebrauchs- & Pflegehinweise: Ofentauglich
Genaue Farbbezeichnung: Silber
Gewicht: 1680 Gramm (g) Gramm
Herstellerengagement: SBTi
Höhe: 6 Zentimeter (cm) Zentimeter
Kochgeschirr Merkmale: Induktionstauglich
Kochgeschirrtyp: Bratpfanne
Lieferumfang: 1x Stielpfanne Ø 28 cm
Länge: 28 Zentimeter (cm) Zentimeter
Material Griff: Edelstahl
Material Pfanne: Edelstahl
Max. Temperaturbeständigkeit: 250 Grad Celsius (°C) Grad Celsius
Set-Inhalt: 1 Stück (Stück) Stück
Ursprungsland: Deutschland
Volumen: 0.01331325 Kubikmeter (m3) Kubikmeter","Dies ist eine silberne, unbeschichtete Bratpfanne aus Edelstahl, hergestellt in Deutschland, mit einem Durchmesser und einer Breite von 28 cm und einer Höhe von 6 cm. Sie ist induktionstauglich, ofenfest bis 250 Grad Celsius und spülmaschinenfest für eine einfache Reinigung. Der Griff ist ebenfalls aus Edelstahl, und das Produkt wird mit dem Engagement des Herstellers für die Science Based Targets initiative (SBTi) geliefert.",gpt-4,Die Edelstahl-Stielpfanne mit einem Durchmesser von 28 cm ist spülmaschinenfest und ofentauglich bis 250°C. Sie ist induktionstauglich und stammt aus deutscher Produktion. Mit einem Gewicht von 1680 g ist sie robust und langlebig.,claude-3-opus,"Die Bratpfanne ist eine hochwertige, induktions- und ofentaugliche Edelstahl-Pfanne mit einem Durchmesser von 28 cm und einer Höhe von 6 cm. Sie ist spülmaschinenfest und kann bis zu 250 Grad Celsius verwendet werden. Die Pfanne wiegt 1680 Gramm und ist in silberner Farbe erhältlich, mit einem Edelstahl-Griff für sicheren Halt.",llama-3-70b,0.3,0.05,0.15,0.24,0.03,0.13,0.28,0.07,0.14
239420,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 50 Anzahl (x) Anzahl
Farbgruppe: Weiss
Genaue Farbbezeichnung: Weiss
Genaue Materialbezeichnung: Papier
Herstellerengagement: SBTi
Materialgruppe: Papier
Optimiert für: Tintenstrahldrucker
Papierbeschaffenheit: Matt
Papierformat: A3
Papiergewicht: 189 Gramm pro Quadratmeter (g/m²) Gramm pro Quadratmeter
Papiersorte: Fotopapier
Ursprungsland: Japan
Weissgrad CIE: 104","Dieses Produkt ist ein Paket mit 50 Blatt hochwertigem, mattem Fotopapier in A3-Format, speziell optimiert für Tintenstrahldrucker. Mit einem Papiergewicht von 189 g/m² und einem Weissgrad CIE von 104 bietet es eine hervorragende Druckqualität für professionelle Ergebnisse. Hergestellt in Japan, unterstreicht das Unternehmen sein Engagement für Nachhaltigkeit durch die Zusammenarbeit mit der Science Based Targets initiative (SBTi).",gpt-4,Das matte Fotopapier im A3-Format eignet sich optimal für den Tintenstrahldruck und überzeugt mit einem hohen Weißgrad von CIE 104. Mit einem Gewicht von 189 g/m² und einer Liefermenge von 50 Blatt pro Verkaufseinheit bietet das in Japan hergestellte Papier eine hochwertige Qualität für anspruchsvolle Druckergebnisse. Das Unternehmen engagiert sich im Rahmen der Science Based Targets initiative (SBTi) für Nachhaltigkeit.,claude-3-opus,"Dieses Fotopapier ist in Weiß erhältlich und besteht aus hochwertigem Papier mit einer Grammatur von 189 g/m². Es ist speziell für Tintenstrahldrucker optimiert und bietet eine matte Papierbeschaffenheit, ideal für die Ausdrucke von Fotos. Mit einem Weissgrad CIE von 104 und einer Herkunft aus Japan bietet es eine hohe Qualität für anspruchsvolle Druckaufgaben.",llama-3-70b,0.34,0.07,0.19,0.31,0.06,0.14,0.3,0.06,0.15
242680,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Anschluss A: DB-9
Anschluss B: DB-9
Kabel Verbindung: Anschluss (M/M)
Kabelfarbe: Silber
Kabeltyp: Mini DIN
Länge: 85 Millimeter (mm) Millimeter
Menge pro Packung: 1 Stück (Stück) Stück","Dieses Produkt ist ein Mini DIN Kabel mit DB-9 Anschlüssen an beiden Enden, ideal für M/M Verbindungen. Mit einer Länge von 85mm und in auffälliger silberner Farbe, ist es leicht zu handhaben und zu identifizieren. Jede Packung enthält ein Stück.",gpt-4,Das silberne Mini-DIN-Kabel mit einer Länge von 85 mm verfügt über zwei DB-9-Anschlüsse (M/M). Es eignet sich ideal zur kompakten Verbindung von Geräten mit DB-9-Schnittstellen. Die Packung enthält 1 Stück dieses praktischen Kabels.,claude-3-opus,Das Produkt ist ein Mini-DIN-Kabel mit einer Länge von 85 mm und silberner Farbe. Es verfügt über zwei DB-9-Anschlüsse und ist als M/M-Verbindung ausgelegt. Es wird einzeln pro Packung verkauft.,llama-3-70b,0.29,0.09,0.18,0.39,0.13,0.2,0.35,0.1,0.2
243500,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Farbgruppe: Grau
Genaue Farbbezeichnung: Schwarz
Genaue Materialbezeichnung: Kunstfaser
Gewicht: 81.6 Gramm (g) Gramm
Herstellerengagement: SBTi
Kamerataschetyp: Objektivtasche
Kompatible Bauform: Objektiv
Materialgruppe: Kunststoff
Passende Marke: Canon
Passendes Modell: Universal","Diese leichte Objektivtasche aus robustem Kunststoff in Schwarz ist universell einsetzbar für Canon-Objektive. Mit einem Gewicht von nur 81,6 Gramm schützt sie Ihre Kameraausrüstung effektiv, ohne unnötig zu beschweren. Zudem unterstützt der Hersteller das SBTi-Engagement, was für nachhaltige und verantwortungsbewusste Produktion steht.",gpt-4,"Die universelle Objektivtasche aus schwarzer Kunstfaser ist mit einem Gewicht von nur 81,6 Gramm ein leichter und praktischer Begleiter für Canon-Objektive. Dank des Engagements des Herstellers in der Science Based Targets initiative (SBTi) können Sie dieses Produkt mit gutem Gewissen erwerben. Die robuste Kunststoff-Tasche schützt Ihr Objektiv zuverlässig vor Beschädigungen und äußeren Einflüssen.",claude-3-opus,"Die Objektivtasche ist aus Kunstfaser gefertigt und wiegt 81,6 Gramm. Sie ist in der Farbe Schwarz erhältlich und passt universell zu Canon-Objektiven. Durch ihre praktische Größe und leichte Konstruktion eignet sie sich ideal zum Schutz und Transport von Objektiven.",llama-3-70b,0.31,0.06,0.13,0.26,0.03,0.13,0.22,0.04,0.12
245840,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Anzahl Ports: 1 Anzahl (x) Anzahl
Ausgangsstrom: 0.7 Ampere (A) Ampere
Breite: 19.57 Millimeter (mm) Millimeter
Farbgruppe: Schwarz
Genaue Farbbezeichnung: Schwarz
Gewicht: 102 Gramm (g) Gramm
Herstellerengagement: RE100
Höhe: 65.73 Millimeter (mm) Millimeter
Ladegerättyp: USB Ladegerät
Lieferumfang: USB-Ladekabel - integriert
Länge: 38.97 Millimeter (mm) Millimeter
Ursprungsland: Deutschland
Vorhandene Anschlüsse: Micro USB (1x)","Dieses USB-Ladegerät aus Deutschland, mit einem Ausgangsstrom von 0,7 Ampere, bietet eine schnelle und effiziente Aufladung über einen Micro-USB-Anschluss. Mit kompakten Abmessungen und einem Gewicht von 102 Gramm ist es leicht und tragbar. Im Lieferumfang ist ein integriertes USB-Ladekabel enthalten.",gpt-4,"Das kompakte USB-Ladegerät in Schwarz verfügt über einen Micro-USB-Anschluss mit 0,7 A Ausgangsstrom. Mit den Maßen 19,57 x 65,73 x 38,97 mm und einem Gewicht von 102 g ist es handlich und leicht zu transportieren. Das integrierte USB-Ladekabel ermöglicht ein bequemes Aufladen unterwegs.",claude-3-opus,"Das USB-Ladegerät bietet eine einfache und kompakte Lösung zum Aufladen von Geräten. Es verfügt über einen Micro-USB-Anschluss, einen Ausgangsstrom von 0,7 Ampere und kommt in einem schwarzem Design. Mit einem Gewicht von 102 Gramm und einer integrierten USB-Ladekabel ist es ein praktisches und portables Ladegerät.",llama-3-70b,0.29,0.1,0.16,0.4,0.11,0.18,0.29,0.11,0.17
246660,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Akkukapazität: 1120 Milliamperestunde (mAh) Milliamperestunde
Artikel pro Verkaufseinheit: 1 Anzahl (x) Anzahl
Ausgangsspannung: 7.4V
Batterie / Akku: Akku
Batterie- / Akkutyp: Li-Ion
Batteriebaugrösse: Gerätespezifisch
Batteriekategorie: Gerätebatterien
Breite: 7 Zentimeter (cm) Zentimeter
Deklarationspflichtige Batterie (nicht erfassen / mappen): Ja
Eingangsspannung: 7.4 V
Farbgruppe: Grau
Genaue Farbbezeichnung: Grau/Silber
Gewicht: 50 Gramm (g) Gramm
Herstellerengagement: SBTi
Höhe: 2 Zentimeter (cm) Zentimeter
Kamera Stromversorgungtyp: Akku
Leistungskapazität: 8.1 Wattstunde (Wh) Wattstunde
Lieferumfang: LP-E8 Akku
Länge: 18 Zentimeter (cm) Zentimeter
Passende Marke: Canon
Passendes Modell: 700D
Passendes Modell: 650D
Passendes Modell: Rebel T4i
Passendes Modell: EOS 550D
Passendes Modell: Rebel T5i
Passendes Modell: 600d
Spannung: 7.4 Volt (V) Volt
UN-Nummer: 3480","Der grau-silberne Li-Ion Akku hat eine Kapazität von 1120 mAh und eine Ausgangsspannung von 7.4V, was eine Leistungskapazität von 8.1 Wh ergibt. Mit einem Gewicht von 50 Gramm und den Maßen 18x7x2 cm ist er spezifisch für die Canon Modelle 700D, 650D, Rebel T4i, EOS 550D, Rebel T5i und 600d konzipiert. Der Akku wird als Einzelartikel verkauft und ist gemäß SBTi engagiert.",gpt-4,"Der Li-Ion-Akku mit einer Kapazität von 1120 mAh und einer Ausgangsspannung von 7,4 V ist speziell für verschiedene Canon-Kameramodelle wie die 700D, 650D und EOS 550D konzipiert. Mit kompakten Abmessungen von 18 x 7 x 2 cm und einem Gewicht von nur 50 g bietet er eine Leistungskapazität von 8,1 Wh. Der Akku ist im Lieferumfang enthalten und eignet sich perfekt als Ersatz oder Zweitakku für die genannten Kameramodelle.",claude-3-opus,"Das Produkt ist ein Li-Ion-Akku mit einer Kapazität von 1120 mAh und einer Ausgangsspannung von 7,4V. Er ist speziell für Canon-Kameras wie die Modelle 700D, 650D, Rebel T4i, EOS 550D, Rebel T5i und 600D konzipiert. Der Akku wiegt 50 Gramm und hat eine Leistungskapazität von 8,1 Wh.",llama-3-70b,0.33,0.08,0.21,0.3,0.05,0.14,0.34,0.09,0.19
246740,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Breite: 1.5 Zentimeter (cm) Zentimeter
Herstellerengagement: SBTi
Herstellerengagement: RE100
Höhe: 8.5 Zentimeter (cm) Zentimeter
Länge: 11 Zentimeter (cm) Zentimeter
Telefon Zubehörtyp: Ladeschale","Diese Ladeschale misst 11 cm in der Länge, 8,5 cm in der Höhe und 1,5 cm in der Breite, was sie kompakt und tragbar macht. Es handelt sich um ein Produkt, das von einem Hersteller bereitgestellt wird, der sich sowohl dem SBTi als auch dem RE100 verpflichtet hat, was sein Engagement für Nachhaltigkeit und erneuerbare Energie demonstriert. Dieses Zubehör ist ideal für das Laden von Telefonen.",gpt-4,"Das kompakte Wireless-Ladegerät mit den Maßen 11 x 8,5 x 1,5 cm lädt Ihr Smartphone schnell und bequem auf. Der Hersteller engagiert sich für Nachhaltigkeit durch die Initiativen SBTi und RE100. Einfach das Telefon auflegen und der Ladevorgang startet automatisch.",claude-3-opus,"Das Produkt ist eine Ladeschale mit den Maßen 11 cm Länge, 8,5 cm Höhe und 1,5 cm Breite. Sie ist ideal für das Aufladen von Telefonen und bietet eine kompakte und platzsparende Lösung. Durch die Zugehörigkeit zu den Initiativen SBTi und RE100 wird zudem ein Engagement für umweltfreundliche und nachhaltige Praktiken demonstriert.",llama-3-70b,0.36,0.06,0.12,0.27,0.04,0.14,0.36,0.07,0.15
